date,symbol,open,high,low,close,volume,pct_change,vol_ratio_20d,rsi_wilder_14,ma5,ma20,ma50,ma200,dist_52wH_pct,dist_20dH_pct,gap_pct,atr_14,upper_shadow_pct,close_position_in_range,return_5d,return_20d,ut1_state,hh_count,hl_count,ma20_slope_pct,catalyst_tag,sector_tailwind,microtrend_disruption_summary,global_overnight_cues_summary,news_and_trends_summary,structural_risk_summary,rm_classification,rule_80_pass,watchlist_state,chart_read_verdict,failing_rule,ut_relax_applied,pipeline_decision
2026-06-22,ACC,1350.0,1352.6,1345.0,1349.8,102582,0.4839,0.5984,48.9345,1350.2,1351.6515,1376.282,,21.478,5.5897,0.4988,20.8403,34.2105,63.1579,-0.4866,-1.7863,SIDEWAYS,2,1,-0.6749,TRENT AGM Tue Jun23 (pre-AGM exit required). Monitor Nasdaq Fri Jun19 close for US_MARKET_CAUTION.,Weekend; no new news. Nasdaq Fri Jun19 caution noted.,NIACL Day-2 institutional wave; TARIL +10% Fri; TATACAP first ATH; SPAL 2-day +23%; NACLIND breakout,RM-11 first live test today -- track NIACL realized under updated RSI cap-tier rule.,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,,
2026-06-22,ASAHIINDIA,851.2,864.95,845.2,862.25,54533,1.8787,,,868.16,,,,4.4941,4.4941,0.573,,13.6709,86.3291,,,,0,0,,TRENT AGM Tue Jun23 (pre-AGM exit required). Monitor Nasdaq Fri Jun19 close for US_MARKET_CAUTION.,Weekend; no new news. Nasdaq Fri Jun19 caution noted.,NIACL Day-2 institutional wave; TARIL +10% Fri; TATACAP first ATH; SPAL 2-day +23%; NACLIND breakout,RM-11 first live test today -- track NIACL realized under updated RSI cap-tier rule.,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,,
2026-06-22,ASHOKLEY,156.94,158.3,155.55,157.19,19817368,0.3383,0.637,54.5849,158.074,151.3645,157.631,,33.9207,3.6453,0.1787,3.9424,40.3636,59.6364,-0.3234,-2.5662,SIDEWAYS,1,1,0.0301,TRENT AGM Tue Jun23 (pre-AGM exit required). Monitor Nasdaq Fri Jun19 close for US_MARKET_CAUTION.,Weekend; no new news. Nasdaq Fri Jun19 caution noted.,NIACL Day-2 institutional wave; TARIL +10% Fri; TATACAP first ATH; SPAL 2-day +23%; NACLIND breakout,RM-11 first live test today -- track NIACL realized under updated RSI cap-tier rule.,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,,
2026-06-22,ATGL,729.0,737.3,717.05,733.4,2636613,0.8387,0.2207,56.3203,720.28,738.84,670.951,,17.2007,17.2007,0.2337,27.5916,19.2593,80.7407,1.854,11.3033,SIDEWAYS,2,2,7.472,TRENT AGM Tue Jun23 (pre-AGM exit required). Monitor Nasdaq Fri Jun19 close for US_MARKET_CAUTION.,Weekend; no new news. Nasdaq Fri Jun19 caution noted.,NIACL Day-2 institutional wave; TARIL +10% Fri; TATACAP first ATH; SPAL 2-day +23%; NACLIND breakout,RM-11 first live test today -- track NIACL realized under updated RSI cap-tier rule.,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,,
2026-06-22,ATHERENERG,976.5,985.65,954.0,960.6,2461416,-1.1423,0.5947,47.5375,977.92,990.8825,944.114,738.4622,11.2846,11.2846,0.494,33.1783,28.91,20.853,-6.5019,4.2544,UP,4,4,4.5905,TRENT AGM Tue Jun23 (pre-AGM exit required). Monitor Nasdaq Fri Jun19 close for US_MARKET_CAUTION.,Weekend; no new news. Nasdaq Fri Jun19 caution noted.,NIACL Day-2 institutional wave; TARIL +10% Fri; TATACAP first ATH; SPAL 2-day +23%; NACLIND breakout,RM-11 first live test today -- track NIACL realized under updated RSI cap-tier rule.,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,,
2026-06-22,AWL,186.45,190.13,186.22,187.1,5261866,1.5138,1.7814,44.8301,190.332,189.3855,193.6016,,14.853,5.783,1.1611,4.7804,77.4936,22.5064,-1.6143,-2.5825,SIDEWAYS,2,1,-2.0504,TRENT AGM Tue Jun23 (pre-AGM exit required). Monitor Nasdaq Fri Jun19 close for US_MARKET_CAUTION.,Weekend; no new news. Nasdaq Fri Jun19 caution noted.,NIACL Day-2 institutional wave; TARIL +10% Fri; TATACAP first ATH; SPAL 2-day +23%; NACLIND breakout,RM-11 first live test today -- track NIACL realized under updated RSI cap-tier rule.,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,,
2026-06-22,AZAD,2114.0,2124.0,2065.3,2082.4,271924,-0.6109,0.5547,48.9137,2108.08,2113.835,2083.47,,12.8506,10.0317,0.8973,81.6883,17.0358,29.1312,-1.8662,2.0434,SIDEWAYS,2,2,2.0269,TRENT AGM Tue Jun23 (pre-AGM exit required). Monitor Nasdaq Fri Jun19 close for US_MARKET_CAUTION.,Weekend; no new news. Nasdaq Fri Jun19 caution noted.,NIACL Day-2 institutional wave; TARIL +10% Fri; TATACAP first ATH; SPAL 2-day +23%; NACLIND breakout,RM-11 first live test today -- track NIACL realized under updated RSI cap-tier rule.,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,,
2026-06-22,BAJAJ-AUTO,10116.0,10268.0,10088.0,10191.0,834191,1.2418,2.2717,56.5168,10063.0,10241.8495,,,5.4852,5.4852,0.4967,147.215,42.7778,57.2222,2.4942,-1.4925,,0,0,-0.8969,TRENT AGM Tue Jun23 (pre-AGM exit required). Monitor Nasdaq Fri Jun19 close for US_MARKET_CAUTION.,Weekend; no new news. Nasdaq Fri Jun19 caution noted.,NIACL Day-2 institutional wave; TARIL +10% Fri; TATACAP first ATH; SPAL 2-day +23%; NACLIND breakout,RM-11 first live test today -- track NIACL realized under updated RSI cap-tier rule.,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,,
2026-06-22,BAJFINANCE,960.1478,967.0056,955.6753,962.384,5680845,0.6758,0.5372,64.5882,955.5262,909.0444,916.5677,959.9227,13.8593,0.4802,0.4419,17.3805,40.7896,59.2104,2.7592,2.8028,SIDEWAYS,2,2,0.8398,TRENT AGM Tue Jun23 (pre-AGM exit required). Monitor Nasdaq Fri Jun19 close for US_MARKET_CAUTION.,Weekend; no new news. Nasdaq Fri Jun19 caution noted.,NIACL Day-2 institutional wave; TARIL +10% Fri; TATACAP first ATH; SPAL 2-day +23%; NACLIND breakout,RM-11 first live test today -- track NIACL realized under updated RSI cap-tier rule.,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,,
2026-06-22,BBOX,1025.5,1048.0,975.9,982.0,550276,-4.0078,,,1016.38,,,,10.4888,10.4888,0.2444,,31.2067,8.4605,,,,0,0,,TRENT AGM Tue Jun23 (pre-AGM exit required). Monitor Nasdaq Fri Jun19 close for US_MARKET_CAUTION.,Weekend; no new news. Nasdaq Fri Jun19 caution noted.,NIACL Day-2 institutional wave; TARIL +10% Fri; TATACAP first ATH; SPAL 2-day +23%; NACLIND breakout,RM-11 first live test today -- track NIACL realized under updated RSI cap-tier rule.,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,,
2026-06-22,BHARATRAS,1429.0,1438.0,1391.0,1395.4,15023,-1.8913,,,1431.64,,,,5.6328,5.6328,0.4711,,19.1489,9.3617,,,,0,0,,TRENT AGM Tue Jun23 (pre-AGM exit required). Monitor Nasdaq Fri Jun19 close for US_MARKET_CAUTION.,Weekend; no new news. Nasdaq Fri Jun19 caution noted.,NIACL Day-2 institutional wave; TARIL +10% Fri; TATACAP first ATH; SPAL 2-day +23%; NACLIND breakout,RM-11 first live test today -- track NIACL realized under updated RSI cap-tier rule.,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,,
2026-06-22,BLACKBUCK,581.9,581.9,563.15,571.6,291923,-0.4268,,,559.37,,,,2.2393,2.2393,1.3675,,0.0,45.0667,,,,0,0,,TRENT AGM Tue Jun23 (pre-AGM exit required). Monitor Nasdaq Fri Jun19 close for US_MARKET_CAUTION.,Weekend; no new news. Nasdaq Fri Jun19 caution noted.,NIACL Day-2 institutional wave; TARIL +10% Fri; TATACAP first ATH; SPAL 2-day +23%; NACLIND breakout,RM-11 first live test today -- track NIACL realized under updated RSI cap-tier rule.,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,,
2026-06-22,BLS,269.0,276.8,265.45,267.1,2394327,-0.1309,1.7351,51.7673,266.04,263.43,272.4878,,15.687,3.6316,0.5795,7.5065,68.7225,14.5374,1.2126,-0.7248,SIDEWAYS,1,2,-0.3131,TRENT AGM Tue Jun23 (pre-AGM exit required). Monitor Nasdaq Fri Jun19 close for US_MARKET_CAUTION.,Weekend; no new news. Nasdaq Fri Jun19 caution noted.,NIACL Day-2 institutional wave; TARIL +10% Fri; TATACAP first ATH; SPAL 2-day +23%; NACLIND breakout,RM-11 first live test today -- track NIACL realized under updated RSI cap-tier rule.,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,,
2026-06-22,BLUEJET,515.0,527.4,511.5,521.5,529638,1.7362,,,512.15,,,,1.6107,1.6107,0.4682,,37.1069,62.8931,,,,0,0,,TRENT AGM Tue Jun23 (pre-AGM exit required). Monitor Nasdaq Fri Jun19 close for US_MARKET_CAUTION.,Weekend; no new news. Nasdaq Fri Jun19 caution noted.,NIACL Day-2 institutional wave; TARIL +10% Fri; TATACAP first ATH; SPAL 2-day +23%; NACLIND breakout,RM-11 first live test today -- track NIACL realized under updated RSI cap-tier rule.,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,,
2026-06-22,BOMDYEING,136.5,141.0,136.5,138.07,1947904,2.2741,1.7061,77.9998,134.696,127.9875,,,2.1221,2.1221,1.1111,3.9524,65.1109,34.8891,5.0521,9.4057,,0,0,3.2336,TRENT AGM Tue Jun23 (pre-AGM exit required). Monitor Nasdaq Fri Jun19 close for US_MARKET_CAUTION.,Weekend; no new news. Nasdaq Fri Jun19 caution noted.,NIACL Day-2 institutional wave; TARIL +10% Fri; TATACAP first ATH; SPAL 2-day +23%; NACLIND breakout,RM-11 first live test today -- track NIACL realized under updated RSI cap-tier rule.,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,,
2026-06-22,BRIGADE,545.45,550.0,532.25,535.4,716014,-1.8425,0.884,56.0287,548.298,506.89,538.1528,,14.3071,11.3093,0.0,14.5017,25.6338,17.7465,4.3502,6.6194,SIDEWAYS,2,1,1.097,TRENT AGM Tue Jun23 (pre-AGM exit required). Monitor Nasdaq Fri Jun19 close for US_MARKET_CAUTION.,Weekend; no new news. Nasdaq Fri Jun19 caution noted.,NIACL Day-2 institutional wave; TARIL +10% Fri; TATACAP first ATH; SPAL 2-day +23%; NACLIND breakout,RM-11 first live test today -- track NIACL realized under updated RSI cap-tier rule.,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,,
2026-06-22,CARTRADE,2589.8,2614.0,2555.0,2571.3,317874,0.4964,0.188,74.6131,2542.72,2137.87,1922.078,,6.5609,6.5609,1.2194,104.2871,41.0169,27.6271,10.5935,43.7283,SIDEWAYS,3,1,16.9318,TRENT AGM Tue Jun23 (pre-AGM exit required). Monitor Nasdaq Fri Jun19 close for US_MARKET_CAUTION.,Weekend; no new news. Nasdaq Fri Jun19 caution noted.,NIACL Day-2 institutional wave; TARIL +10% Fri; TATACAP first ATH; SPAL 2-day +23%; NACLIND breakout,RM-11 first live test today -- track NIACL realized under updated RSI cap-tier rule.,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,,
2026-06-22,CDSL,1377.0,1396.0,1366.6,1371.8,2248451,0.1095,1.1647,73.1421,1329.48,1249.54,1261.942,,2.1359,1.8224,0.4889,29.1569,64.6259,17.6871,8.3827,12.6828,SIDEWAYS,1,1,3.0974,TRENT AGM Tue Jun23 (pre-AGM exit required). Monitor Nasdaq Fri Jun19 close for US_MARKET_CAUTION.,Weekend; no new news. Nasdaq Fri Jun19 caution noted.,NIACL Day-2 institutional wave; TARIL +10% Fri; TATACAP first ATH; SPAL 2-day +23%; NACLIND breakout,RM-11 first live test today -- track NIACL realized under updated RSI cap-tier rule.,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,,
2026-06-22,CIEINDIA,464.0,483.5,462.05,473.65,470427,2.0797,1.9369,58.9739,464.09,452.365,463.4722,,9.4796,2.0796,0.0,11.6918,45.9207,54.0793,1.904,2.6438,SIDEWAYS,2,1,-0.5146,TRENT AGM Tue Jun23 (pre-AGM exit required). Monitor Nasdaq Fri Jun19 close for US_MARKET_CAUTION.,Weekend; no new news. Nasdaq Fri Jun19 caution noted.,NIACL Day-2 institutional wave; TARIL +10% Fri; TATACAP first ATH; SPAL 2-day +23%; NACLIND breakout,RM-11 first live test today -- track NIACL realized under updated RSI cap-tier rule.,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,,
2026-06-22,COCHINSHIP,1465.5,1485.6,1418.0,1476.4,2934165,1.262,,,1467.16,,,,3.197,3.197,0.5144,,13.6095,86.3905,,,,0,0,,TRENT AGM Tue Jun23 (pre-AGM exit required). Monitor Nasdaq Fri Jun19 close for US_MARKET_CAUTION.,Weekend; no new news. Nasdaq Fri Jun19 caution noted.,NIACL Day-2 institutional wave; TARIL +10% Fri; TATACAP first ATH; SPAL 2-day +23%; NACLIND breakout,RM-11 first live test today -- track NIACL realized under updated RSI cap-tier rule.,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,,
2026-06-22,COFORGE,1475.0,1505.0,1474.5,1483.9,3965449,1.4078,1.1238,55.3607,1472.14,1432.75,,,4.724,4.724,0.7996,38.7105,69.1802,30.8198,5.8039,6.1445,,0,0,3.0207,TRENT AGM Tue Jun23 (pre-AGM exit required). Monitor Nasdaq Fri Jun19 close for US_MARKET_CAUTION.,Weekend; no new news. Nasdaq Fri Jun19 caution noted.,NIACL Day-2 institutional wave; TARIL +10% Fri; TATACAP first ATH; SPAL 2-day +23%; NACLIND breakout,RM-11 first live test today -- track NIACL realized under updated RSI cap-tier rule.,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,,
2026-06-22,DATAPATTNS,4841.7,4937.3,4822.0,4866.2,884251,0.9145,0.6513,67.2013,4747.46,4332.54,4082.264,,1.8433,1.8433,0.4065,189.8213,61.6652,38.3348,9.9582,18.8037,SIDEWAYS,3,3,8.0546,TRENT AGM Tue Jun23 (pre-AGM exit required). Monitor Nasdaq Fri Jun19 close for US_MARKET_CAUTION.,Weekend; no new news. Nasdaq Fri Jun19 caution noted.,NIACL Day-2 institutional wave; TARIL +10% Fri; TATACAP first ATH; SPAL 2-day +23%; NACLIND breakout,RM-11 first live test today -- track NIACL realized under updated RSI cap-tier rule.,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,,
2026-06-22,DECNGOLD,217.89,235.0,217.12,227.51,5358403,5.9566,1.3726,75.4857,211.45,177.5865,,,3.2922,3.2922,1.4763,12.0941,41.8904,58.1096,18.1195,59.2427,,0,0,20.2501,TRENT AGM Tue Jun23 (pre-AGM exit required). Monitor Nasdaq Fri Jun19 close for US_MARKET_CAUTION.,Weekend; no new news. Nasdaq Fri Jun19 caution noted.,NIACL Day-2 institutional wave; TARIL +10% Fri; TATACAP first ATH; SPAL 2-day +23%; NACLIND breakout,RM-11 first live test today -- track NIACL realized under updated RSI cap-tier rule.,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,,
2026-06-22,EBGNG,519.0,552.1,509.95,548.75,3844009,9.3236,4.9066,76.2332,481.99,442.6675,429.806,,0.6105,0.6105,3.3968,23.0519,7.9478,92.0522,22.3796,23.1762,SIDEWAYS,1,3,2.3917,TRENT AGM Tue Jun23 (pre-AGM exit required). Monitor Nasdaq Fri Jun19 close for US_MARKET_CAUTION.,Weekend; no new news. Nasdaq Fri Jun19 caution noted.,NIACL Day-2 institutional wave; TARIL +10% Fri; TATACAP first ATH; SPAL 2-day +23%; NACLIND breakout,RM-11 first live test today -- track NIACL realized under updated RSI cap-tier rule.,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,,
2026-06-22,EDELWEISS,125.01,132.84,124.34,130.28,15730560,4.4664,3.0732,71.2347,123.462,114.134,115.9118,,1.965,1.965,0.2406,3.9679,30.1176,69.8824,13.7618,16.363,SIDEWAYS,1,1,1.6888,TRENT AGM Tue Jun23 (pre-AGM exit required). Monitor Nasdaq Fri Jun19 close for US_MARKET_CAUTION.,Weekend; no new news. Nasdaq Fri Jun19 caution noted.,NIACL Day-2 institutional wave; TARIL +10% Fri; TATACAP first ATH; SPAL 2-day +23%; NACLIND breakout,RM-11 first live test today -- track NIACL realized under updated RSI cap-tier rule.,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,BACKFILL_NA,,
